u,v,key,osmid,name,highway,length,maxspeed,oneway,artery
277314830,277314417,0,25446738,Blackiston Steet,residential,160.31538758666682,,False,Other
277314830,277315729,0,25446738,Blackiston Steet,residential,160.47975806258128,,False,Other
277314831,277314830,0,25446688,Herbert Ushewokunze Avenue,residential,139.06434840778343,,False,Other
277314831,275599021,0,25446688,Herbert Ushewokunze Avenue,residential,142.06731843907426,,False,Other
277314831,277315730,0,25446686,Harare Street,residential,157.9634870072927,,False,Other
277314831,277315174,0,25446686,Harare Street,residential,163.99725926604282,,False,Other
277314840,281617059,0,345388972,Herbert Chitepo Avenue,secondary,319.40358930185243,,False,Other
277314840,277315173,0,25446684,,secondary,110.16942510464548,,False,Other
277314840,277314699,0,25644183,Herbert Chitepo Avenue,trunk_link,197.97768617737592,60,True,Other
277314844,6162569922,0,25820671,Eighth Street,residential,64.38305294208381,,False,Other
277314844,6162569923,0,25820671,Eighth Street,residential,63.571299132363436,,False,Other
277314844,281617059,0,345388972,Herbert Chitepo Avenue,secondary,214.90406131631482,,False,Other
277314844,277994795,0,345388972,Herbert Chitepo Avenue,secondary,177.77780912938903,,False,Other
277314845,282780024,0,345388972,Herbert Chitepo Avenue,secondary,18.547719919539045,,False,Other
277314845,6148875657,0,345324769,Fourth Street,secondary,124.02890341918027,60,True,Other
277314845,277315706,0,345388972,Herbert Chitepo Avenue,secondary,156.70660077295918,,False,Other
277314847,282780024,0,345388972,Herbert Chitepo Avenue,secondary,180.00289073317285,,False,Other
277314847,277314394,0,345388972,Herbert Chitepo Avenue,secondary,11.41573338044265,,False,Other
277314847,281617626,0,25446735,Patrice Lumumba Street,residential,256.23316915444053,,True,Other
277314933,281623969,0,25281196,Bodle Avenue,residential,14.649942402637397,,False,Other
277314933,2269949160,0,25281196,Bodle Avenue,residential,8.595874153016638,,False,Other
277314933,277314728,0,25446795,Samora Machel Avenue,trunk,172.5074338138803,,True,Samora Machel Ave
277315007,281579577,0,25820637,Orchard Close,residential,118.00080758511811,,False,Other
277315007,277315023,0,25302061,Sydney Malunga Road,tertiary,123.5803295993827,,False,Other
277315007,277991579,0,25302061,Sydney Malunga Road,tertiary,221.17309149422002,,False,Other
277315023,6163107958,0,25302076,Bishop Gaul Avenue,secondary,34.109353884238935,80,False,Other
277315023,277315007,0,25302061,Sydney Malunga Road,tertiary,123.58032959938268,,False,Other
277315023,277317133,0,25446868,Eddison Zvobgo Drive,tertiary,38.09250361650795,80,False,Other
277315158,277315160,0,217679685,Windsor Avenue,residential,231.1033115156644,,False,Other
277315158,317039836,0,299124273,Victoria Drive,residential,175.5925812346808,60,False,Other
277315158,2929920509,0,217679685,Windsor Avenue,residential,269.17198694593856,,False,Other
277315158,295393961,0,299124273,Victoria Drive,residential,166.05305194512778,60,False,Other
277315160,277315158,0,217679685,Windsor Avenue,residential,231.1033115156644,,False,Other
277315173,277314699,0,399695204,ED Mnangagwa Road,trunk,154.89530270206222,60,False,Other
277315173,277314840,0,25446684,,secondary,110.1694251046455,,False,Other
277315173,281625203,0,25446797,Enterprise Road,trunk,248.65844677556922,60,False,Other
277315174,277314419,0,25446750,Josiah Chinamano Avenue,residential,140.74003970553895,,False,Other
277315174,277314831,0,25446686,Harare Street,residential,163.99725926604282,,False,Other
277315174,277995194,0,25446686,Harare Street,residential,192.4053918775866,,False,Other
277315174,277314417,0,25446750,Josiah Chinamano Avenue,residential,143.44025554727563,,False,Other
277315176,282873220,0,345388972,Herbert Chitepo Avenue,secondary,142.41353033507082,,False,Other
277315176,277995944,0,345388972,Herbert Chitepo Avenue,secondary,142.83729226630788,,False,Other
277315176,282780224,0,25446686,Harare Street,residential,463.25953754760565,,False,Other
277315176,277315730,0,25446686,Harare Street,residential,129.97673545703583,,False,Other
277315210,279201596,0,25302061,Sydney Malunga Road,tertiary,169.26838666087173,,False,Other
277315210,275592922,0,25302061,Sydney Malunga Road,tertiary,280.1632649911729,,False,Other
277315210,279201578,0,25618721,Prince Edward Street,secondary,73.19269556536818,,False,Other
277315314,3030538143,0,25446813,Kaguvi Street,unclassified,87.44256674410337,60,False,Other
277315314,277315346,0,25446813,Kaguvi Street,unclassified,64.44137769600249,60,False,Other
277315314,277315703,0,25512098,Raleigh Street,unclassified,80.43327292250076,60,False,Other
277315333,5168883132,0,299124277,Robert Mugabe Road,secondary,31.918705049731663,,True,Robert Mugabe Rd
277315333,5168883135,0,532698271,Abdel Gamal Nasser Road,trunk,41.505385804448174,,False,Other
277315333,277315334,0,532698272,Abdel Gamal Nasser Road,trunk,78.00099267826452,,False,Other
277315333,4169503609,0,299124276,Robert Mugabe Road,secondary,274.82442312393334,,False,Robert Mugabe Rd
277315334,277315333,0,532698272,Abdel Gamal Nasser Road,trunk,78.00099267826452,,False,Other
277315334,282780470,0,386526921,,residential,198.4329800844947,,False,Other
277315334,284258538,0,532698272,Abdel Gamal Nasser Road,trunk,203.16540692019245,,False,Other
277315346,281615501,0,25446813,Kaguvi Street,unclassified,117.92422412233535,60,False,Other
277315346,277315314,0,25446813,Kaguvi Street,unclassified,64.44137769600249,60,False,Other
277315346,2269911159,0,217679712,Albion Street,residential,84.26972102602178,,False,Other
277315365,6034369956,0,518891505,,secondary,13.319063967331244,,True,Other
277315365,3030538137,0,518891504,Robert Mugabe Road,secondary,54.71641627108468,,True,Robert Mugabe Rd
277315369,6292466827,0,25446816,Rekai Tangwena Avenue,secondary,13.615865992864734,80,True,Other
277315385,277995865,0,25302049,Samora Machel Avenue,trunk,78.28514163539406,80,True,Samora Machel Ave
277315385,277315686,0,525345897,Rekai Tangwena Avenue,secondary,91.12972666616113,60,False,Other
277315385,277995947,0,532698236,,secondary,20.585930150683502,80,False,Other
277315410,12520134517,0,25446818,Samora Machel Avenue,trunk,31.486025243507328,80,True,Samora Machel Ave
277315410,275603431,0,25618924,,residential,20.644345356536295,,False,Other
277315631,275594433,0,25302076,Bishop Gaul Avenue,secondary,129.08524654839033,80,False,Other
277315631,283352969,0,25302076,Bishop Gaul Avenue,secondary,114.13417457712623,80,False,Other
277315631,281816413,0,25446824,Canterbury Road,residential,136.91712276413548,,False,Other
277315660,277995135,0,25512030,Lawson Avenue,residential,340.627092866373,,False,Other
277315660,279210297,0,25446799,Sipolilo Battle Street,secondary,157.44779632947424,60,False,Other
277315660,275594717,0,25446799,Sipolilo Battle Street,secondary,462.33188284078875,60,False,Other
277315668,277317250,0,25446799,Sipolilo Battle Street,secondary,87.18986717752271,60,False,Other
277315668,277315670,0,25446799,Sipolilo Battle Street,secondary,332.91212367359594,60,False,Other
277315668,281595807,0,25834941,Divine Road,residential,307.30969385535525,,False,Other
277315670,277317206,0,25446799,Sipolilo Battle Street,secondary,57.68550945667198,60,False,Other
277315670,277315668,0,25446799,Sipolilo Battle Street,secondary,332.91212367359594,60,False,Other
277315670,292847186,0,25512034,Cleveland Avenue,residential,180.80163991673405,,False,Other
277315686,277315385,0,525345897,Rekai Tangwena Avenue,secondary,91.12972666616113,60,False,Other
277315686,285963419,0,25446876,Rekai Tangwena Avenue,secondary,75.5676608290749,60,False,Other
277315686,277995865,0,26031064,,trunk_link,124.69310898953484,60,True,Other
277315703,281615501,0,25446826,Luck Street,residential,207.99593047384886,40,False,Other
277315703,277315314,0,25512098,Raleigh Street,unclassified,80.43327292250076,60,False,Other
277315703,6162694275,0,25512098,Raleigh Street,unclassified,216.783945860248,60,False,Other
277315706,277317260,0,25446810,Fifth Street,residential,127.67840855950243,,False,Other
277315706,282780016,0,25446810,Fifth Street,residential,126.03691497094786,,False,Other
277315706,288547596,0,345388972,Herbert Chitepo Avenue,secondary,177.28424486091052,,False,Other
277315706,277314845,0,345388972,Herbert Chitepo Avenue,secondary,156.70660077295918,,False,Other
277315712,277315723,0,345324770,Fourth Street,secondary,24.4605630939828,60,True,Other
277315712,282779861,0,25446828,,secondary_link,34.36423391152725,,True,Other
277315723,282779861,0,25446829,,secondary,22.74463902130586,,True,Other
277315723,282779859,0,399695207,Fourth Street,secondary,9.65685904409328,60,True,Other
277315727,277317251,0,25446830,Leonid Brezhnev Street,residential,199.41094952950576,,False,Other
277315727,277994824,0,25279908,Mazowe Street,residential,128.10190114050337,,False,Other
277315727,277314828,0,25279908,Mazowe Street,residential,160.6449151570368,,False,Other
277315727,279220807,0,25446830,Leonid Brezhnev Street,residential,198.35060993887947,,False,Other
277315728,279220807,0,25446830,Leonid Brezhnev Street,residential,196.87975495866058,,False,Other
277315728,277315729,0,25446830,Leonid Brezhnev Street,residential,261.2014045149212,,False,Other
277315728,277314829,0,25821095,Leopold Takawira Street,secondary,157.7839306459176,80,False,Other
277315728,281616589,0,25821095,Leopold Takawira Street,secondary,130.09264438609068,80,False,Other
277315729,277314830,0,25446738,Blackiston Steet,residential,160.47975806258128,,False,Other
277315729,282873220,0,25446738,Blackiston Steet,residential,128.26365958341233,,False,Other
277315729,277315728,0,25446830,Leonid Brezhnev Street,residential,261.2014045149212,,False,Other
277315729,277315730,0,25446830,Leonid Brezhnev Street,residential,140.13141363697622,,False,Other
277315730,277315732,0,25446830,Leonid Brezhnev Street,residential,141.22199330866727,,False,Other
277315730,277315176,0,25446686,Harare Street,residential,129.97673545703583,,False,Other
277315730,277314831,0,25446686,Harare Street,residential,157.9634870072927,,False,Other
277315730,277315729,0,25446830,Leonid Brezhnev Street,residential,140.13141363697622,,False,Other
277315732,277315730,0,25446830,Leonid Brezhnev Street,residential,141.22199330866727,,False,Other
277315732,275599021,0,25302087,Prince Edward Street,secondary,159.00763342457304,,False,Other
277315732,277995944,0,25302087,Prince Edward Street,secondary,133.08142883865867,,False,Other
277316546,279217685,0,26569630,ED Mnangagwa Road,trunk,79.9079037330282,80,True,Other
277316546,6167345562,0,25446851,,trunk,26.229676772456976,,True,Other
277316586,3520084461,0,25446855,ED Mnangagwa Road,trunk,75.22307067642588,,True,Other
277316586,277314693,0,141404552,ED Mnangagwa Road,trunk,661.6206866568692,80,False,Other
277317133,277315023,0,25446868,Eddison Zvobgo Drive,tertiary,38.09250361650795,80,False,Other
277317134,277317135,0,25446869,Kenny Close,residential,68.18028743585339,,False,Other
277317134,277991364,0,25618954,Kenny Road,residential,127.31572303093229,,False,Other
277317134,275592477,0,25618954,Kenny Road,residential,125.01392426589764,,False,Other
277317135,277317134,0,25446869,Kenny Close,residential,68.18028743585339,,False,Other
277317206,277315670,0,25446799,Sipolilo Battle Street,secondary,57.68550945667198,60,False,Other
277317206,288560783,0,25302070,Princes Road,secondary,429.0543416031479,80,False,Other
277317206,275595874,0,25302070,Princes Road,secondary,693.3293690062924,80,False,Other
277317206,277995752,0,25446876,Rekai Tangwena Avenue,secondary,646.7984241394407,60,False,Other
277317211,279211924,0,25446738,Blackiston Steet,residential,159.1468151181501,,False,Other
277317211,279210857,0,25446738,Blackiston Steet,residential,157.47693315363554,,False,Other
277317211,277317249,0,25446759,Van Praagh Avenue,residential,287.5625930248763,,False,Other
277317211,277317212,0,25446759,Van Praagh Avenue,residential,220.92839274831874,,False,Other
277317212,277317211,0,25446759,Van Praagh Avenue,residential,220.92839274831874,,False,Other
277317215,279220806,0,25279901,Josiah Tongogara Avenue,secondary,202.0618628844419,60,False,Other
277317215,275395842,0,25279901,Josiah Tongogara Avenue,secondary,257.5164479223313,60,False,Other
